canonical_key,s2_paper_id,doi,title,year,venue,citation_count,n_panel_members,n_clusters,panel_members,clusters,abbott_corroborated,provenance_route,in_frozen_discovery,frozen_keep,discovery_match_method,in_frozen_retained,work_id,working_corpus_decision
doi:10.1038/s41586-024-07686-5,cbda3f294aba542a22d19b9a9926d5318a27ea66,10.1038/s41586-024-07686-5,Whole-brain annotation and multi-connectome cell typing of Drosophila,2024,Nature,292,2,2,P1;P8,MPI-Frankfurt / mammalian cortex;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,False,s2_id,False,work_6f86d20c9bf6e84d,core_relevant
doi:10.1038/nn.2868,2781da92e831d09488c3e1f38ca6d783429a2eb2,10.1038/nn.2868,High-accuracy neurite reconstruction for high-throughput neuroanatomy,2011,Nature Neuroscience,291,2,2,P1;P2,Crick-EMBL / cell-biology vEM;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,False,s2_id,False,work_cf9199d8b0ccf668,core_relevant
doi:10.1038/nprot.2011.439,d1c39f2da164d381eb07117adc5f617d049769d9,10.1038/nprot.2011.439,High contrast en bloc staining of neuronal tissue for field emission scanning electron microscopy,2012,Nature Protocols,282,2,2,P2;P6,Crick-EMBL / cell-biology vEM;Harvard-Pfister / visualization & infrastructure,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.7554/elife.10778,7d88b4c820a67fbeee3edef37e75ecc4d965fa34,10.7554/elife.10778,Nanoconnectomic upper bound on the variability of synaptic plasticity,2015,eLife,281,2,2,P1;P7,Columbia-Janelia / theory & NeuroAI;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,True,s2_id,True,work_5a150d031329b4d0,core_relevant
doi:10.1073/pnas.1509820112,c2ef12146174e15f9b57785ae925b319c784dc53,10.1073/pnas.1509820112,Synaptic circuits and their variations within different columns in the visual system of Drosophila,2015,Proceedings of the National Academy of Sciences of the United States of America,280,2,2,P3;P4,Janelia-FlyEM / fly datasets;Princeton-Seung / reconstruction,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.3389/fcomp.2021.613981,62138449a50b40e0c72070052a1da06ade7fa0b9,10.3389/fcomp.2021.613981,FusionNet: A Deep Fully Residual Convolutional Neural Network for Image Segmentation in Connectomics,2016,Frontiers of Computer Science,274,2,2,P3;P6,Harvard-Pfister / visualization & infrastructure;Princeton-Seung / reconstruction,False,panel-convergence (b),True,True,s2_id,True,work_e38ce8eb753d5588,core_relevant
doi:10.1038/s41586-024-07558-y,8a6d8e170e052d6df5f09e0e7c7a026239b61492,10.1038/s41586-024-07558-y,Neuronal wiring diagram of an adult brain,2024,Nature,243,2,2,P1;P8,MPI-Frankfurt / mammalian cortex;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,True,s2_id,True,work_86ba4bfd64350171,core_relevant
doi:10.1101/2020.01.10.902478,33864c2a754f3db4a09e06d93ed02fc57ac54625,10.1101/2020.01.10.902478,Reconstruction of motor control circuits in adult Drosophila using automated transmission electron microscopy,2020,bioRxiv,240,2,2,P2;P5,Cambridge-natverse / fly analysis;Crick-EMBL / cell-biology vEM,False,panel-convergence (b),True,True,s2_id,True,work_e323a05fc48f61c0,core_relevant
doi:10.1109/tpami.2018.2835450,37680090f534ae1dfdc4e7312cf6de8d7b22177a,10.1109/tpami.2018.2835450,Large Scale Image Segmentation with Structured Loss Based Deep Learning for Connectome Reconstruction,2019,IEEE Transactions on Pattern Analysis and Machine Intelligence,226,2,2,P2;P3,Crick-EMBL / cell-biology vEM;Princeton-Seung / reconstruction,False,panel-convergence (b),True,True,s2_id,True,work_d552830c86eb491f,core_relevant
doi:10.1111/boc.201600024,074e806e3dc625e8eca70d3fd39cc839649217d1,10.1111/boc.201600024,Volume scanning electron microscopy for imaging biological ultrastructure,2016,Biology of the Cell,218,2,2,P2;P8,Crick-EMBL / cell-biology vEM;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1101/2021.05.29.446289,d9fd508512c3315cd96a01230bb42a330c61b6d4,10.1101/2021.05.29.446289,A connectomic study of a petascale fragment of human cerebral cortex,2021,bioRxiv,217,2,2,P2;P8,Crick-EMBL / cell-biology vEM;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,True,s2_id,True,work_3cfb4552d0463ce3,core_relevant
doi:10.3389/fncir.2018.00088,fbf309595262bdadfebab64a5b868811716814b2,10.3389/fncir.2018.00088,VAST (Volume Annotation and Segmentation Tool): Efficient Manual and Semi-Automatic Labeling of Large 3D Image Stacks,2018,Front. Neural Circuits,203,2,2,P2;P6,Crick-EMBL / cell-biology vEM;Harvard-Pfister / visualization & infrastructure,False,panel-convergence (b),True,False,s2_id,False,work_f56a7ec87aa3e03a,core_relevant
doi:10.1017/s1431927606066268,47fd1bfbb5cd2bf1d1370d821246d9a6793e1add,10.1017/s1431927606066268,Automating the Collection of Ultrathin Serial Sections for Large Volume TEM Reconstructions,2006,Microscopy and Microanalysis,190,2,2,P1;P8,MPI-Frankfurt / mammalian cortex;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1016/j.cell.2024.03.016,9b25841c04a8decfd3105cb8dfa59c4d1e3c4963,10.1016/j.cell.2024.03.016,Neurotransmitter classification from electron microscopy images at synaptic sites in Drosophila melanogaster,2020,bioRxiv,186,2,2,P1;P5,Cambridge-natverse / fly analysis;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,True,s2_id,True,work_b0ddf4ae8c7faf63,core_relevant
s2:52de2aed3ce3b6753ad87b0a6439d4e30406b54b,52de2aed3ce3b6753ad87b0a6439d4e30406b54b,,Exploring the retinal connectome,2011,Molecular Vision,184,2,2,P2;P3,Crick-EMBL / cell-biology vEM;Princeton-Seung / reconstruction,False,panel-convergence (b),True,True,s2_id,True,work_ad7b99d70c070146,core_relevant
doi:10.7554/elife.53350,4489babe5a698a0257b3f256776b3a302ba3fa25,10.7554/elife.53350,"The natverse, a versatile toolbox for combining and analysing neuroanatomical data",2020,eLife,173,2,2,P5;P6,Cambridge-natverse / fly analysis;Harvard-Pfister / visualization & infrastructure,False,panel-convergence (b),True,True,s2_id,True,work_e2f8e06c9049f5f3,role_bridge
doi:10.1038/nmeth.3361,01e0f69c4deb3e55b62fecd1fa135ee5836ecb33,10.1038/nmeth.3361,High-resolution whole-brain staining for electron microscopic circuit reconstruction,2015,Nature Methods,170,2,2,P1;P2,Crick-EMBL / cell-biology vEM;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1371/journal.pone.0071715,ef4f4cadea21b4d6d7a4c82c251d879db34d35a5,10.1371/journal.pone.0071715,Machine Learning of Hierarchical Clustering to Segment 2D and 3D Images,2013,PLoS ONE,165,2,2,P3;P6,Harvard-Pfister / visualization & infrastructure;Princeton-Seung / reconstruction,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1177/32.4.6323574,c30a9cd23ef772a960a93e24d25d2be968bd2892,10.1177/32.4.6323574,The use of osmium-thiocarbohydrazide-osmium (OTO) and ferrocyanide-reduced osmium methods to enhance membrane contrast and preservation in cultured cells.,1984,Journal of Histochemistry and Cytochemistry,164,2,2,P1;P2,Crick-EMBL / cell-biology vEM;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1016/j.cell.2012.12.013,14c3b0c7d897e1d603ecb660e74439246da97036,10.1016/j.cell.2012.12.013,System-wide rewiring underlies behavioral differences in predatory and bacterial-feeding nematodes.,2013,Cell,163,2,2,P1;P7,Columbia-Janelia / theory & NeuroAI;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1038/s41592-018-0106-z,1eab84d51b484d0f79e611979916fa97086e869d,10.1038/s41592-018-0106-z,CDeep3M - Plug-and-Play cloud based deep learning for image segmentation,2018,Nature Methods,163,2,2,P2;P6,Crick-EMBL / cell-biology vEM;Harvard-Pfister / visualization & infrastructure,False,panel-convergence (b),True,False,s2_id,False,work_f8eabb08474bb993,adjacent_relevant
doi:10.1093/bioinformatics/btq219,f2cc3767b8192ebce924d6a89e2852a70e59781e,10.1093/bioinformatics/btq219,As-rigid-as-possible mosaicking and serial section registration of large ssTEM datasets,2010,Bioinform.,151,2,2,P2;P6,Crick-EMBL / cell-biology vEM;Harvard-Pfister / visualization & infrastructure,False,panel-convergence (b),True,True,s2_id,True,work_4785092574ee1f39,core_relevant
doi:10.1038/nmeth.2213,70eeb92d2c4f8b28de12a0afbbd0f86f1d294765,10.1038/nmeth.2213,Staining and embedding the whole mouse brain for electron microscopy,2012,Nature Methods,146,2,2,P1;P2,Crick-EMBL / cell-biology vEM;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1016/j.neuron.2015.09.003,a7a61de8381e7ce36964a6c1c26da7a4273a9c09,10.1016/j.neuron.2015.09.003,SegEM: Efficient Image Analysis for High-Resolution Connectomics.,2015,Neuron,141,2,2,P2;P6,Crick-EMBL / cell-biology vEM;Harvard-Pfister / visualization & infrastructure,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1038/nature24005,96ff68cc9a06ebfe21f8f84f4bb79c7cb70df319,10.1038/nature24005,Axonal synapse sorting in medial entorhinal cortex,2017,Nature,130,2,2,P1;P8,MPI-Frankfurt / mammalian cortex;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.7554/elife.40025,389e8e508de8ab3b9bfa2f1adfcfedb2e143576c,10.7554/elife.40025,Comparisons between the ON- and OFF-edge motion pathways in the Drosophila brain,2019,eLife,125,2,2,P4;P7,Columbia-Janelia / theory & NeuroAI;Janelia-FlyEM / fly datasets,False,panel-convergence (b),True,True,s2_id,True,work_63ec5ea7fbf83d9e,core_relevant
doi:10.1016/j.conb.2018.04.030,81e0e13b58ff8c226470433ee113697a25b67763,10.1016/j.conb.2018.04.030,Progress and remaining challenges in high-throughput volume electron microscopy.,2018,Current Opinion in Neurobiology,114,2,2,P1;P3,MPI-Frankfurt / mammalian cortex;Princeton-Seung / reconstruction,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1093/bioinformatics/btx188,b33b5455d00d85fdb7198528df56099a1e3522b9,10.1093/bioinformatics/btx188,DeepEM3D: approaching human‐level performance on 3D anisotropic EM image segmentation,2017,Bioinform.,91,2,2,P3;P6,Harvard-Pfister / visualization & infrastructure;Princeton-Seung / reconstruction,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1038/s41593-019-0358-7,7d8d826b82e1ce9039cb44d21d943f1df0b5aaf4,10.1038/s41593-019-0358-7,Multiplexed peroxidase-based electron microscopy labeling enables simultaneous visualization of multiple cell types,2019,Nature Neuroscience,80,2,2,P1;P2,Crick-EMBL / cell-biology vEM;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,False,s2_id,False,work_c5d4203ffdbb350d,adjacent_relevant
doi:10.1007/978-3-319-67558-9_29,685d11d7cd32cc6ee2ae885987b0e9d9edc074e3,10.1007/978-3-319-67558-9_29,ssEMnet: Serial-Section Electron Microscopy Image Registration Using a Spatial Transformer Network with Learned Features,2017,DLMIA/ML-CDS@MICCAI,65,2,2,P3;P6,Harvard-Pfister / visualization & infrastructure;Princeton-Seung / reconstruction,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.7554/elife.26414,2734b3cd9e4529a594a2e1cb101c853b8163339a,10.7554/elife.26414,"SynEM, automated synapse detection for connectomics",2017,eLife,64,2,2,P1;P3,MPI-Frankfurt / mammalian cortex;Princeton-Seung / reconstruction,False,panel-convergence (b),True,True,s2_id,False,work_7f1202eef0e8289e,core_relevant
doi:10.1145/2484838.2484870,f4203b8036eab078fae9890b27af9a8f3df36cb7,10.1145/2484838.2484870,The Open Connectome Project Data Cluster: Scalable Analysis and Vision for High-Throughput Neuroscience,2013,International Conference on Statistical and Scientific Database Management,63,2,2,P3;P6,Harvard-Pfister / visualization & infrastructure;Princeton-Seung / reconstruction,False,panel-convergence (b),True,True,s2_id,True,work_da35586ff18e6e97,role_bridge
doi:10.3389/fncir.2018.00098,b63a19e8a17d05fe383bc0a245563f057b43d5cc,10.3389/fncir.2018.00098,Large Volume Electron Microscopy and Neural Microcircuit Analysis,2018,Front. Neural Circuits,62,2,2,P2;P8,Crick-EMBL / cell-biology vEM;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.3389/fncir.2018.00087,b850476ec09aaad28bbd9a8c7ba81bee716d594d,10.3389/fncir.2018.00087,Fully-Automatic Synapse Prediction and Validation on a Large Data Set,2016,Front. Neural Circuits,55,2,2,P3;P6,Harvard-Pfister / visualization & infrastructure;Princeton-Seung / reconstruction,False,panel-convergence (b),True,True,s2_id,True,work_ee4535711d4eeb37,core_relevant
doi:10.3389/fnana.2018.00112,f7ef9bed47c900e4874fa632d3c3b404c3d43a92,10.3389/fnana.2018.00112,Multi-Beam Scanning Electron Microscopy for High-Throughput Imaging in Connectomics Research,2018,Frontiers in Neuroanatomy,49,2,2,P6;P8,Harvard-Pfister / visualization & infrastructure;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,True,s2_id,True,work_de4d7cf37dfad297,adjacent_relevant
doi:10.1038/s41467-020-18422-8,3420c6577363d1b8fe2cb100767cc02e8905ab0f,10.1038/s41467-020-18422-8,Light microscopy based approach for mapping connectivity with molecular specificity,2020,Nature Communications,48,2,2,P6;P8,Harvard-Pfister / visualization & infrastructure;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,True,s2_id,True,work_e537b8e00c039417,adjacent_relevant
doi:10.1038/sdata.2016.100,8ea7972b8148b532890fcb4b85d4d69c9228c11c,10.1038/sdata.2016.100,3-dimensional electron microscopic imaging of the zebrafish olfactory bulb and dense reconstruction of neurons,2016,Scientific Data,37,2,2,P1;P2,Crick-EMBL / cell-biology vEM;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,True,s2_id,True,work_d3efc2c41f0790db,core_relevant
doi:10.1101/657346,bce4e480062ebcffa72382e16a119f58a2fd2c86,10.1101/657346,High-throughput transmission electron microscopy with automated serial sectioning,2019,bioRxiv,35,2,2,P2;P8,Crick-EMBL / cell-biology vEM;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1038/s41592-024-02226-5,6a3cc42c98a6b36c649bb203ec54afd32167ef32,10.1038/s41592-024-02226-5,RoboEM: automated 3D flight tracing for synaptic-resolution connectomics,2022,bioRxiv,34,2,2,P1;P8,MPI-Frankfurt / mammalian cortex;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,True,s2_id,True,work_ab6b317a17285c28,core_relevant
doi:10.3389/fncir.2019.00005,566bb72c4fd6d47d32ac8736ad45412a0df52818,10.3389/fncir.2019.00005,DVID: Distributed Versioned Image-Oriented Dataservice,2019,Front. Neural Circuits,34,2,2,P3;P6,Harvard-Pfister / visualization & infrastructure;Princeton-Seung / reconstruction,False,panel-convergence (b),True,True,s2_id,True,work_9bc341caddd144e5,core_relevant
doi:10.1109/cvpr.2018.00971,1c074e80f80a16bd6fddf0e299fac36404731efb,10.1109/cvpr.2018.00971,Guided Proofreading of Automatic Segmentations for Connectomics,2017,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,31,2,2,P3;P6,Harvard-Pfister / visualization & infrastructure;Princeton-Seung / reconstruction,False,panel-convergence (b),True,True,s2_id,True,work_afb5ff09ed0db00c,core_relevant
doi:10.1016/j.conb.2019.03.012,cad00239a8d43f36c05a94d9f19c54adf9b662e6,10.1016/j.conb.2019.03.012,"Big data in nanoscale connectomics, and the greed for training labels.",2019,Current Opinion in Neurobiology,26,2,2,P1;P8,MPI-Frankfurt / mammalian cortex;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,True,s2_id,True,work_20e028bfe929110a,core_relevant
doi:10.1038/s41592-025-02891-0,0e909676e9985edeca2fa931ae3f8255c0cf14ba,10.1038/s41592-025-02891-0,Nondestructive X-ray tomography of brain tissue ultrastructure,2024,bioRxiv,24,2,2,P1;P8,MPI-Frankfurt / mammalian cortex;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.3389/fncom.2017.00097,071be25263986cd55200cee27df8bdcdc409b931,10.3389/fncom.2017.00097,Feasibility of 3D Reconstruction of Neural Morphology Using Expansion Microscopy and Barcode-Guided Agglomeration,2017,Frontiers in Computational Neuroscience,23,2,2,P1;P8,MPI-Frankfurt / mammalian cortex;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1038/s41592-023-01866-3,df70765cce2bae3c1ce529fb7cca3a05ae69483d,10.1038/s41592-023-01866-3,High-contrast en bloc staining of mouse whole-brain and human brain samples for EM-based connectomics,2023,Nature Methods,22,2,2,P1;P8,MPI-Frankfurt / mammalian cortex;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.7554/elife.45696,dbdd12988bc177a269e23265f3026c878f8bafbc,10.7554/elife.45696,"MagC, magnetic collection of ultrathin sections for volumetric correlative light and electron microscopy",2019,bioRxiv,21,2,2,P1;P2,Crick-EMBL / cell-biology vEM;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,False,s2_id,False,work_022f4537397531be,adjacent_relevant
s2:9ad9fea2cfad06df9cc2d1a17b648c84123185d6,9ad9fea2cfad06df9cc2d1a17b648c84123185d6,,Siamese Encoding and Alignment by Multiscale Learning with Self-Supervision,2019,arXiv.org,19,2,2,P2;P3,Crick-EMBL / cell-biology vEM;Princeton-Seung / reconstruction,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1101/852863,49b4c9471682b79fa721b0e1f4f56ef08283c0b9,10.1101/852863,Enabling FIB-SEM Systems for Large Volume Connectomics and Cell Biology,2019,bioRxiv,18,2,2,P5;P8,Cambridge-natverse / fly analysis;Outside-field / emulation & alternative modalities,False,panel-convergence (b),True,True,s2_id,True,work_990d7d6abfa17e5a,
doi:10.1101/2021.07.23.453511,37f36ca391c20a02b02c112fa1f289dd25477c42,10.1101/2021.07.23.453511,PatchPerPixMatch for Automated 3d Search of Neuronal Morphologies in Light Microscopy,2021,bioRxiv,9,2,2,P2;P5,Cambridge-natverse / fly analysis;Crick-EMBL / cell-biology vEM,False,panel-convergence (b),True,False,s2_id,False,,
doi:10.1016/j.cell.2019.07.042,,10.1016/j.cell.2019.07.042,"Reconstruction of 1,000 Projection Neurons Reveals New Cell Types and Organization of Long-Range Connectivity in the Mouse Brain",2019,Cell,,2,2,P1;P6,Harvard-Pfister / visualization & infrastructure;MPI-Frankfurt / mammalian cortex,True,panel-convergence (b),True,False,title,False,,
doi:10.1016/j.cell.2020.12.013,,10.1016/j.cell.2020.12.013,Reconstruction of motor control circuits in adult Drosophila using automated transmission electron microscopy,2021,Cell,,2,2,P1;P6,Harvard-Pfister / visualization & infrastructure;MPI-Frankfurt / mammalian cortex,False,panel-convergence (b),True,True,title,False,,
