work_id,stem,title,year,authors,venue,doi,landing_url,catalog_url,pdf_status,pdf_path,pdf_url,pdf_link,era,inclusion_role,time_role,in_analysis_base,in_degree,out_degree,k_core,year_cites_percentile,cites,in_core,source_group,decision,datasets,stages,organism,axis,method,pipeline_stage,registry_dataset,biological_application,bridge,field_synthesis,training_outreach,health_translation,abstract_missing,tag_source,why
work_0e82b896b4b49d23,doi_10.1101_2023.09.15.557808,Driver lines for studying associative learning in Drosophila,2024,Yichun Shuai; Megan Sammons; Gabriella R. Sterne; Karen L. Hibbard; He Yang; Ching-Po Yang; Claire Managan; I. Siwanowicz; Tzumin Lee; Gerald M. Rubin; Glenn C. Turner; Yoshinori Aso,bioRxiv,10.1101/2023.09.15.557808,https://doi.org/10.1101/2023.09.15.557808,https://www.biorxiv.org/content/10.1101/2023.09.15.557808.full.pdf,downloaded,files/doi_10.1101_2023.09.15.557808.pdf,https://www.biorxiv.org/content/10.1101/2023.09.15.557808.full.pdf,files/doi_10.1101_2023.09.15.557808.pdf,2024,contemporary,contemporary,1,3,18,13,80,16,1,core_audit,adjacent_relevant,,,fly,biological_application,confocal;electron microscopy,,,yes,,,,,false,title_abstract_organism+title_axis+title_abstract,contemporary_keep
work_0f028df4c1bb42a4,doi_10.1101_563239,GCIB-SEM: A path to 10 nm isotropic imaging of cubic millimeter volumes,2019,K. Hayworth; D. Peale; Michał Januszewski; G. Knott; Z. Lu; C. Xu; H. Hess,bioRxiv,10.1101/563239,https://doi.org/10.1101/563239,https://www.biorxiv.org/content/biorxiv/early/2019/02/28/563239.full.pdf,downloaded,files/doi_10.1101_563239.pdf,https://www.biorxiv.org/content/biorxiv/early/2019/02/28/563239.full.pdf,files/doi_10.1101_563239.pdf,2019,contemporary,contemporary,1,3,5,7,25,7,1,core_audit,core_relevant,DS13 MICrONS,sectioning;acquisition;segmentation;proofreading,mouse,pipeline_stage,FIB-SEM;GCIB-SEM,sectioning;acquisition;segmentation;proofreading,DS13 MICrONS,,,,,,false,dryrun+dataset_organism+stages+title_abstract,contemporary_keep
work_0f210c53d8261375,doi_10.1162_imag.a.2,Multiscale comparative connectomics,2020,Vivek Gopalakrishnan; Jaewon Chung; Eric W. Bridgeford; B. Pedigo; Jesús Arroyo; Lucy Upchurch; G. Johnson; Nian Wang; Youngser Park; Carey E. Priebe; J. Vogelstein,Imaging neuroscience,10.1162/imag.a.2,https://doi.org/10.1162/imag.a.2,https://arxiv.org/pdf/2011.1499.pdf,downloaded,files/doi_10.1162_imag.a.2.pdf,https://arxiv.org/pdf/2011.1499.pdf,files/doi_10.1162_imag.a.2.pdf,2020,,,1,0,1,1,4,0,0,unresolved,adjacent_relevant,,graph_analysis;modeling,mouse,pipeline_stage,,graph_analysis;modeling,,,,,,,false,dryrun+title_abstract_organism+stages,contemporary_below_bar
work_0f234ec8ef48d336,doi_10.1371_journal.pcbi.1010813,Bayesian reconstruction of memories stored in neural networks from their connectivity,2021,Sebastian Goldt; Florent Krzakala; Lenka Zdeborov'a; N. Brunel,PLoS Comput. Biol.,10.1371/journal.pcbi.1010813,https://doi.org/10.1371/journal.pcbi.1010813,https://arxiv.org/pdf/2105.07416.pdf,downloaded,files/doi_10.1371_journal.pcbi.1010813.pdf,https://arxiv.org/pdf/2105.07416.pdf,files/doi_10.1371_journal.pcbi.1010813.pdf,2021,contemporary,contemporary,1,0,8,8,27,5,1,core_audit,adjacent_relevant,,graph_analysis,,pipeline_stage,,graph_analysis,,,,,,,false,dryrun+stages,contemporary_keep
work_0f2e576ce4d24d6a,arxiv_2601.0932,Mapping Connectomic Structure to Function(s) in Cerebellar-like Networks using Kernel Regression,2026,William Dorrell; Peter E. Latham,,,https://arxiv.org/abs/2601.0932,https://arxiv.org/pdf/2601.0932.pdf,downloaded,files/arxiv_2601.0932.pdf,https://arxiv.org/pdf/2601.0932.pdf,files/arxiv_2601.0932.pdf,2026,,,1,0,2,2,35,0,0,unresolved,adjacent_relevant,,graph_analysis,mouse,pipeline_stage,electron microscopy,graph_analysis,,,,,,,false,dryrun+title_abstract_organism+stages+title_abstract,unproven_2026_low_out
work_0f3c0c692dba28f7,doi_10.1016_j.neuroscience.2026.02.044,In silico neuronal morphology classification: A systematic review.,2026,Fábio Lobato; J. Leite; Antonio Jacob; Roberto Santana,Neuroscience,10.1016/j.neuroscience.2026.02.044,https://doi.org/10.1016/j.neuroscience.2026.02.044,https://doi.org/10.1016/j.neuroscience.2026.02.044,downloaded,files/doi_10.1016_j.neuroscience.2026.02.044.pdf,,files/doi_10.1016_j.neuroscience.2026.02.044.pdf,2026,sota,sota,1,0,5,5,35,0,1,core_audit,adjacent_relevant,,infrastructure,,pipeline_stage,,infrastructure,,,,,,,false,dryrun+stages,sota_2026_out
work_0f41f2b9ac638657,doi_10.1523_eneuro.0053-22.2022,Identifying Inputs to Visual Projection Neurons in Drosophila Lobula by Analyzing Connectomic Data,2022,Ryosuke Tanaka (田中涼介); Damon A. Clark,eNeuro,10.1523/eneuro.0053-22.2022,https://doi.org/10.1523/eneuro.0053-22.2022,https://www.eneuro.org/content/eneuro/9/2/ENEURO.0053-22.2022.full.pdf,downloaded,files/doi_10.1523_eneuro.0053-22.2022.pdf,https://www.eneuro.org/content/eneuro/9/2/ENEURO.0053-22.2022.full.pdf,files/doi_10.1523_eneuro.0053-22.2022.pdf,2022,contemporary,contemporary,1,2,12,10,49,8,1,core_audit,core_relevant,,,fly,biological_application,electron microscopy,,,yes,,,,,false,title_abstract_organism+title_axis+title_abstract,contemporary_keep
work_0f667472c3c0d4cd,doi_10.1002_hbm.70520,Bridging Histology and Tractography: First In Vivo Visualization of Short‐Range Prefrontal Connections Informed by Primate Tract‐Tracing,2026,Matthew Amandola; Michael E. Kim; F. Rheault; Bennett Landman; Kurt Schilling,Human Brain Mapping,10.1002/hbm.70520,https://doi.org/10.1002/hbm.70520,https://europepmc.org/articles/PMC13058440?pdf=render,downloaded,files/doi_10.1002_hbm.70520.pdf,https://europepmc.org/articles/PMC13058440?pdf=render,files/doi_10.1002_hbm.70520.pdf,2026,,,1,0,0,0,77,1,0,unresolved,adjacent_relevant,,proofreading;infrastructure;graph_analysis,other,pipeline_stage,,proofreading;infrastructure;graph_analysis,,,,,,,false,dryrun+title_abstract_organism+stages,unproven_2026_low_out
work_0f90d8b78e7b6522,doi_10.1017_s2633903x2200006x,Automatic classification and neurotransmitter prediction of synapses in electron microscopy,2022,Angela Zhang; S. Shailja; Cezar Borba; Yishen Miao; Michael Goebel; Raphael Ruschel; Kerrianne Ryan; William Smith; B. Manjunath,Biological Imaging,10.1017/s2633903x2200006x,https://doi.org/10.1017/s2633903x2200006x,https://doi.org/10.1017/s2633903x2200006x,downloaded,files/doi_10.1017_s2633903x2200006x.pdf,,files/doi_10.1017_s2633903x2200006x.pdf,2022,contemporary,contemporary,1,1,5,5,28,4,1,core_audit,core_relevant,DS20 Ciona,,other,registry_dataset,electron microscopy,,DS20 Ciona,,,,,,false,title_abstract+dataset_organism+datasets,contemporary_keep
work_0faabd73a0b69ddd,doi_10.1002_sta4.429,Valid two‐sample graph testing via optimal transport Procrustes and multiscale graph correlation with applications in connectomics,2019,Jaewon Chung; Bijan K. Varjavand; Jesús Arroyo‐Relión; A. Alyakin; Joshua Agterberg; M. Tang; Carey E. Priebe; J. Vogelstein,,10.1002/sta4.429,https://doi.org/10.1002/sta4.429,https://arxiv.org/pdf/1911.02741.pdf,downloaded,files/doi_10.1002_sta4.429.pdf,https://arxiv.org/pdf/1911.02741.pdf,files/doi_10.1002_sta4.429.pdf,2019,,,1,0,0,0,22,6,0,unresolved,adjacent_relevant,DS03 Drosophila larva,preparation;alignment;infrastructure;graph_analysis;modeling,fly,pipeline_stage,,preparation;alignment;infrastructure;graph_analysis;modeling,DS03 Drosophila larva,,,,,,false,dryrun+dataset_organism+stages,contemporary_below_bar
work_0fcb56dd30085155,doi_10.1038_s41598-022-06988-w,Neural model generating klinotaxis behavior accompanied by a random walk based on C. elegans connectome,2022,Mohan Chen; Dazheng Feng; Hongtao Su; Tingting Su; Meng Wang,Scientific Reports,10.1038/s41598-022-06988-w,https://doi.org/10.1038/s41598-022-06988-w,https://www.nature.com/articles/s41598-022-06988-w.pdf,downloaded,files/doi_10.1038_s41598-022-06988-w.pdf,https://www.nature.com/articles/s41598-022-06988-w.pdf,files/doi_10.1038_s41598-022-06988-w.pdf,2022,contemporary,contemporary,1,1,6,4,39,6,1,core_audit,core_relevant,DS01 C. elegans (White+),modeling,elegans,pipeline_stage,,modeling,DS01 C. elegans (White+),,,,,,false,dryrun+dataset_organism+stages,contemporary_keep
work_0fec0014dc0379d0,doi_10.1038_s41586-024-07780-8,Inhibitory specificity from a connectomic census of mouse visual cortex,2025,C. Schneider-Mizell; A. Bodor; D. Brittain; J. Buchanan; D. Bumbarger; L. Elabbady; C. Gamlin; D. Kapner; S. Kinn; G. Mahalingam; S. Seshamani; S. Suckow; Marc M. Takeno; R. Torres; W. Yin; S. Dorkenwald; J. Bae; M. Castro; A. Halageri; Z. Jia; C. Jordan; N. Kemnitz; Kisuk Lee; Kai Li; R. Lu; T. Macrina; Eric Mitchell; S. Mondal; S. Mu; Barak Nehoran; S. Popovych; W. Silversmith; N. Turner; W. Wong; Jingpeng Wu; J. Reimer; A. Tolias; H. S. Seung; R. Reid; F. Collman; N. D. da Costa,Nature,10.1038/s41586-024-07780-8,https://doi.org/10.1038/s41586-024-07780-8,https://www.nature.com/articles/s41586-024-07780-8.pdf,downloaded,files/doi_10.1038_s41586-024-07780-8.pdf,https://www.nature.com/articles/s41586-024-07780-8.pdf,files/doi_10.1038_s41586-024-07780-8.pdf,2025,sota,sota,1,18,23,13,99,61,1,core_audit,core_relevant,,segmentation;graph_analysis,mouse,pipeline_stage,electron microscopy,segmentation;graph_analysis,,,,,,,false,dryrun+title_abstract_organism+stages+title_abstract,sota_2025_out_and_in
work_100b21e95a944e1e,doi_10.1101_2025.10.04.680445,iBrAVE: a unified framework for 3D interactive and integrative analysis of brain atlas data across modalities and scales,2026,Yu-Fan Wang; Ming-Quan Chen; Jiangfei Wei; Hong Ma; Yong-Wei Zhong; Fu-Ning Li; Chen Jin; Si-Xuan Cheng; J. Guan; Yuan-Ming Zheng; Tianlei Zhang; Chao Chen; Xiu-Dan Zheng; Shengjin Xu; Kai Wang; Jiu-lin Du; Xu-Fei Du,bioRxiv,10.1101/2025.10.04.680445,https://doi.org/10.1101/2025.10.04.680445,https://www.biorxiv.org/content/10.1101/2025.10.04.680445.full.pdf,downloaded,files/doi_10.1101_2025.10.04.680445.pdf,https://www.biorxiv.org/content/10.1101/2025.10.04.680445.full.pdf,files/doi_10.1101_2025.10.04.680445.pdf,2026,sota,sota,1,0,8,7,89,2,1,core_audit,role_bridge,,infrastructure;graph_analysis,,pipeline_stage,electron microscopy,infrastructure;graph_analysis,,,,,,,false,dryrun+stages+title_abstract,sota_2026_out
work_104e54f2c4601a53,doi_10.1101_2023.05.21.541471,A method for extracting an approximated connectome from libraries of single cell anatomical reconstructions,2025,K. Manjunatha; M. Bruzzone; G. Nicoletti; S. Suweis; M. dal Maschio,bioRxiv,10.1101/2023.05.21.541471,https://doi.org/10.1101/2023.05.21.541471,https://www.biorxiv.org/content/10.1101/2023.05.21.541471.full.pdf,downloaded,files/doi_10.1101_2023.05.21.541471.pdf,https://www.biorxiv.org/content/10.1101/2023.05.21.541471.full.pdf,files/doi_10.1101_2023.05.21.541471.pdf,2025,,,1,0,24,12,14,0,0,core_audit,adjacent_relevant,DS03 Drosophila larva;DS05 hemibrain;DS15 zebrafish,proofreading;infrastructure;graph_analysis,fly;zebrafish,pipeline_stage,electron microscopy,proofreading;infrastructure;graph_analysis,DS03 Drosophila larva;DS05 hemibrain;DS15 zebrafish,,,,,,false,dryrun+dataset_organism+stages+title_abstract,unproven_2025_low_inout
work_10625a8cbeb96224,doi_10.1007_978-1-4471-6497-5_21,Visualization in Connectomics,2012,H. Pfister; V. Kaynig; C. Botha; S. Bruckner; V. J. Dercksen; H. Hege; J. Roerdink,Scientific Visualization,10.1007/978-1-4471-6497-5_21,https://doi.org/10.1007/978-1-4471-6497-5_21,https://arxiv.org/pdf/1206.1428.pdf,downloaded,files/doi_10.1007_978-1-4471-6497-5_21.pdf,https://arxiv.org/pdf/1206.1428.pdf,files/doi_10.1007_978-1-4471-6497-5_21.pdf,2010–2015,,,1,1,1,2,41,36,0,role_bridge,adjacent_relevant,,modeling,,pipeline_stage,,modeling,,,,,,,false,dryrun+stages,history_below_bar
work_10a0b035f8a594bc,doi_10.1038_s41586-024-07967-z,Connectomic reconstruction predicts visual features used for navigation,2024,Dustin Garner; Emil Kind; Jennifer Yuet Ha Lai; Aljoscha Nern; Arthur Zhao; Lucy Houghton; Gizem Sancer; Tanya Wolff; G. Rubin; Mathias F. Wernet; Sung Soo Kim,Nature,10.1038/s41586-024-07967-z,https://doi.org/10.1038/s41586-024-07967-z,https://europepmc.org/articles/PMC11446847?pdf=render,downloaded,files/doi_10.1038_s41586-024-07967-z.pdf,https://europepmc.org/articles/PMC11446847?pdf=render,files/doi_10.1038_s41586-024-07967-z.pdf,2024,contemporary,contemporary,1,5,5,8,90,28,1,core_audit,core_relevant,,,fly,biological_application,electron microscopy,,,yes,,,,,false,title_abstract_organism+title_axis+title_abstract,contemporary_keep
work_11708302632c43f1,doi_10.48550_arxiv.2505.13011,Unveiling and Steering Connectome Organization with Interpretable Latent Variables,2025,Yubin Li; Xingyu Liu; Guozhang Chen,arXiv.org,10.48550/arxiv.2505.13011,https://doi.org/10.48550/arxiv.2505.13011,https://arxiv.org/pdf/2505.13011.pdf,downloaded,files/doi_10.48550_arxiv.2505.13011.pdf,https://arxiv.org/pdf/2505.13011.pdf,files/doi_10.48550_arxiv.2505.13011.pdf,2025,,,1,0,1,1,14,0,0,unresolved,core_relevant,DS06 FlyWire,infrastructure;graph_analysis,fly,pipeline_stage,FlyWire,infrastructure;graph_analysis,DS06 FlyWire,,,,,,false,dryrun+dataset_organism+stages+title_abstract,unproven_2025_low_inout
work_118a0b13d2e80966,doi_10.48550_arxiv.2606.21116,ConnectomeBench2: A Unified Benchmark for Automated Connectomic Proofreading,2026,Jeff B. Brown; Tim Farkas; Gleb Razgar; Edward S. Boyden,arXiv.org,10.48550/arxiv.2606.21116,https://doi.org/10.48550/arxiv.2606.21116,https://arxiv.org/pdf/2606.21116.pdf,downloaded,files/doi_10.48550_arxiv.2606.21116.pdf,https://arxiv.org/pdf/2606.21116.pdf,files/doi_10.48550_arxiv.2606.21116.pdf,2026,sota,sota,1,0,25,12,35,0,1,core_audit,core_relevant,DS15 zebrafish,segmentation;proofreading;graph_analysis,zebrafish,pipeline_stage,electron microscopy,segmentation;proofreading;graph_analysis,DS15 zebrafish,,,,,,false,dryrun+dataset_organism+stages+title_abstract,sota_2026_out
work_11a1d7d7074f9adc,doi_10.1101_2025.09.12.675944,Connectome simulations identify a central pattern generator circuit for fly walking,2026,Sarah M. Pugliese; Grant M. Chou; E. Abe; Denis Turcu; J. Lancaster; John C. Tuthill; Bingni W. Brunton,bioRxiv,10.1101/2025.09.12.675944,https://doi.org/10.1101/2025.09.12.675944,https://www.biorxiv.org/content/10.1101/2025.09.12.675944.full.pdf,downloaded,files/doi_10.1101_2025.09.12.675944.pdf,https://www.biorxiv.org/content/10.1101/2025.09.12.675944.full.pdf,files/doi_10.1101_2025.09.12.675944.pdf,2026,sota,sota,1,2,9,9,100,12,1,core_audit,core_relevant,DS07 VNC (FANC/MANC),modeling,fly,pipeline_stage,,modeling,DS07 VNC (FANC/MANC),,,,,,false,dryrun+dataset_organism+stages,sota_2026_out
work_11b6d0203fd3730b,doi_10.1101_2025.07.02.662847,MoMo - Combining Neuron Morphology and Connectivity for Interactive Motif Analysis in Connectomes,2025,M. Shewarega; J. Troidl; Oliver Alvarado Rodriguez; Mohammad Dindoost; Philipp Harth; H. Haberkern; J. Stegmaier; David A. Bader; H. Pfister,bioRxiv,10.1101/2025.07.02.662847,https://doi.org/10.1101/2025.07.02.662847,https://www.biorxiv.org/content/biorxiv/early/2025/07/03/2025.07.02.662847.full.pdf,downloaded,files/doi_10.1101_2025.07.02.662847.pdf,https://www.biorxiv.org/content/biorxiv/early/2025/07/03/2025.07.02.662847.full.pdf,files/doi_10.1101_2025.07.02.662847.pdf,2025,,,1,1,21,12,51,2,0,core_audit,core_relevant,,infrastructure;graph_analysis,,pipeline_stage,Network motifs,infrastructure;graph_analysis,,,,,,,false,dryrun+stages+title_abstract,unproven_2025_low_inout
work_11d1cfcde84e9410,doi_10.1016_j.neuroimage.2011.05.025,A tutorial in connectome analysis: Topological and spatial features of brain networks,2011,Marcus Kaiser,NeuroImage,10.1016/j.neuroimage.2011.05.025,https://doi.org/10.1016/j.neuroimage.2011.05.025,https://arxiv.org/pdf/1105.4705.pdf,downloaded,files/doi_10.1016_j.neuroimage.2011.05.025.pdf,https://arxiv.org/pdf/1105.4705.pdf,files/doi_10.1016_j.neuroimage.2011.05.025.pdf,2010–2015,history,history,1,2,0,2,88,362,1,unresolved,adjacent_relevant,,graph_analysis,,pipeline_stage,,graph_analysis,,,,,,,false,dryrun+stages,history_milestone
work_121114411163d845,doi_10.3389_fnana.2011.00017,Three-Dimensional Reconstruction of Serial Mouse Brain Sections: Solution for Flattening High-Resolution Large-Scale Mosaics,2011,M. Berlanga; S. Phan; E. Bushong; Stephanie Wu; O. Kwon; B. S. Phung; S. Lamont; M. Terada; T. Tasdizen; M. Martone; Mark Ellisman,Frontiers in Neuroanatomy,10.3389/fnana.2011.00017,https://doi.org/10.3389/fnana.2011.00017,https://www.frontiersin.org/articles/10.3389/fnana.2011.00017/pdf,downloaded,files/doi_10.3389_fnana.2011.00017.pdf,https://www.frontiersin.org/articles/10.3389/fnana.2011.00017/pdf,files/doi_10.3389_fnana.2011.00017.pdf,2010–2015,,,1,2,0,2,41,42,0,role_bridge,role_bridge,,preparation;sectioning;infrastructure,mouse,pipeline_stage,,preparation;sectioning;infrastructure,,,,,,,false,dryrun+title_abstract_organism+stages,history_below_bar
work_126c6fe9a5058aa2,doi_10.1073_pnas.2216092119,Ordering in heterogeneous connectome weights for visual information processing,2022,T. Toyoizumi,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2216092119,https://doi.org/10.1073/pnas.2216092119,https://europepmc.org/articles/PMC9860139?pdf=render,downloaded,files/doi_10.1073_pnas.2216092119.pdf,https://europepmc.org/articles/PMC9860139?pdf=render,files/doi_10.1073_pnas.2216092119.pdf,2022,contemporary,contemporary,1,0,3,2,5,0,1,core_audit,adjacent_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,graph_analysis,DS01 C. elegans (White+),,,,,,false,dryrun+dataset_organism+stages,contemporary_keep
work_128b379bcd5dd487,doi_10.1101_2021.07.24.453623,A distributed dopamine-gated circuit underpins reproductive state-dependent behavior in Drosophila females,2021,Ariane Boehm; Anja B. Friedrich; P. Bandow; K. Siju; Sydney Hunt; J. Claussen; Marie-Helen Link; Thomas F. Hofmann; Corinna Dawid; Ilona C. Grunwald Kadow,,10.1101/2021.07.24.453623,https://doi.org/10.1101/2021.07.24.453623,https://www.biorxiv.org/content/biorxiv/early/2021/07/25/2021.07.24.453623.full.pdf,downloaded,files/doi_10.1101_2021.07.24.453623.pdf,https://www.biorxiv.org/content/biorxiv/early/2021/07/25/2021.07.24.453623.full.pdf,files/doi_10.1101_2021.07.24.453623.pdf,2021,,,1,0,1,1,4,0,0,core_audit,core_relevant,,,fly,biological_application,electron microscopy,,,yes,,,,,false,title_abstract_organism+title_axis+title_abstract,contemporary_below_bar
work_12ba8e6479fb9eac,doi_10.1371_journal.pcbi.1000120,Using Expression Profiles of Caenorhabditis elegans Neurons To Identify Genes That Mediate Synaptic Connectivity,2008,Leehod Baruch; S. Itzkovitz; Michal Golan-Mashiach; E. Shapiro; E. Segal,PLoS Comput. Biol.,10.1371/journal.pcbi.1000120,https://doi.org/10.1371/journal.pcbi.1000120,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1000120&type=printable,downloaded,files/doi_10.1371_journal.pcbi.1000120.pdf,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1000120&type=printable,files/doi_10.1371_journal.pcbi.1000120.pdf,2005–2009,,,1,2,0,2,30,32,0,core_audit,adjacent_relevant,DS01 C. elegans (White+),synapses,elegans,pipeline_stage,,synapses,DS01 C. elegans (White+),,,,,,false,dryrun+dataset_organism+stages,history_below_bar
work_1358cc4e6d15d0c8,doi_10.1103_physreve.100.012301,Refined parcellation of the nervous system by algorithmic detection of hidden features within communities.,2019,Dongmei Shi; A. Levina; H. Noori,Physical Review E,10.1103/physreve.100.012301,https://doi.org/10.1103/physreve.100.012301,https://pmc.ncbi.nlm.nih.gov/articles/PMC13372957/pdf/12311_2026_Article_2042.pdf,downloaded,files/doi_10.1103_physreve.100.012301.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC13372957/pdf/12311_2026_Article_2042.pdf,files/doi_10.1103_physreve.100.012301.pdf,2019,contemporary,contemporary,1,1,9,7,12,3,1,core_audit,adjacent_relevant,DS01 C. elegans (White+),graph_analysis;modeling,elegans,pipeline_stage,,graph_analysis;modeling,DS01 C. elegans (White+),,,,,,false,dryrun+dataset_organism+stages,contemporary_keep
work_1363cb9e1703f6be,doi_10.1101_2021.07.07.451278,Ultrastructural readout of in vivo synaptic activity for functional connectomics,2021,A. Simon; A. Roth; Arlo Sheridan; Mehmet Fişek; Vincenzo Marra; C. Racca; Jan Funke; K. Staras; M. Häusser,bioRxiv,10.1101/2021.07.07.451278,https://doi.org/10.1101/2021.07.07.451278,https://www.biorxiv.org/content/10.1101/2021.07.07.451278.full.pdf,downloaded,files/doi_10.1101_2021.07.07.451278.pdf,https://www.biorxiv.org/content/10.1101/2021.07.07.451278.full.pdf,files/doi_10.1101_2021.07.07.451278.pdf,2021,contemporary,contemporary,1,0,6,6,4,0,1,core_audit,core_relevant,,acquisition;segmentation;graph_analysis;sectioning,,pipeline_stage,FIB-SEM,acquisition;segmentation;graph_analysis;sectioning,,,,,,,false,dryrun+title_abstract+stages+title_abstract,contemporary_keep
work_138205744e23415e,doi_10.64898_2025.12.31.697152,"Volume Electron Microscopy of Cortical Organoids: Methods for Region Identification, Connectome Reconstruction, and Organelle Segmentation",2025,Sveva Dallere; A. Mattioni; M. Turégano-Lopez; L. Blázquez-Llorca; Á. Merchán-Pérez; Roberta Schellino; A. Vercelli; Javier DeFelipe; Marina Boido,bioRxiv,10.64898/2025.12.31.697152,https://doi.org/10.64898/2025.12.31.697152,https://www.biorxiv.org/content/biorxiv/early/2025/12/31/2025.12.31.697152.full.pdf,downloaded,files/doi_10.64898_2025.12.31.697152.pdf,https://www.biorxiv.org/content/biorxiv/early/2025/12/31/2025.12.31.697152.full.pdf,files/doi_10.64898_2025.12.31.697152.pdf,2025,,,1,0,0,0,14,0,0,core_audit,core_relevant,,preparation;sectioning;acquisition;segmentation;proofreading;infrastructure,,pipeline_stage,FIB-SEM;CLEM,preparation;sectioning;acquisition;segmentation;proofreading;infrastructure,,,,,,,false,dryrun+stages+title_abstract,unproven_2025_low_inout
work_13a5924450d152cf,doi_10.1101_2023.10.25.562730,Hierarchical communities in the larval Drosophila connectome: Links to cellular annotations and network topology,2024,Richard F. Betzel; M. G. Puxeddu; Caio Seguin,bioRxiv,10.1101/2023.10.25.562730,https://doi.org/10.1101/2023.10.25.562730,https://www.biorxiv.org/content/biorxiv/early/2023/10/29/2023.10.25.562730.full.pdf,downloaded,files/doi_10.1101_2023.10.25.562730.pdf,https://www.biorxiv.org/content/biorxiv/early/2023/10/29/2023.10.25.562730.full.pdf,files/doi_10.1101_2023.10.25.562730.pdf,2024,contemporary,contemporary,1,11,13,13,85,20,1,core_audit,core_relevant,DS03 Drosophila larva,proofreading;graph_analysis,fly,pipeline_stage,,proofreading;graph_analysis,DS03 Drosophila larva,,,,,,false,dryrun+dataset_organism+stages,contemporary_keep
work_13df857c596640ee,doi_10.1016_j.neuron.2022.02.013,A functionally ordered visual feature map in the Drosophila brain.,2022,Nathan C. Klapoetke; Aljoscha Nern; E. M. Rogers; G. Rubin; Michael B. Reiser; G. Card,Neuron,10.1016/j.neuron.2022.02.013,https://doi.org/10.1016/j.neuron.2022.02.013,https://europepmc.org/articles/PMC12906887?pdf=render,downloaded,files/doi_10.1016_j.neuron.2022.02.013.pdf,https://europepmc.org/articles/PMC12906887?pdf=render,files/doi_10.1016_j.neuron.2022.02.013.pdf,2022,contemporary,contemporary,1,6,0,6,94,81,1,unresolved,core_relevant,,graph_analysis,fly,pipeline_stage,,graph_analysis,,,,,,,false,dryrun+title_abstract_organism+stages,contemporary_keep
work_13ee78a548c160ad,doi_10.1073_pnas.2504913122,Building the connectome of a small brain with a simple stochastic developmental generative model,2025,Oren Richter; Elad Schneidman,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2504913122,https://doi.org/10.1073/pnas.2504913122,https://europepmc.org/articles/PMC12664000?pdf=render,downloaded,files/doi_10.1073_pnas.2504913122.pdf,https://europepmc.org/articles/PMC12664000?pdf=render,files/doi_10.1073_pnas.2504913122.pdf,2025,,,1,1,16,11,61,3,0,core_audit,adjacent_relevant,DS01 C. elegans (White+),infrastructure;graph_analysis,elegans,pipeline_stage,Network motifs,infrastructure;graph_analysis,DS01 C. elegans (White+),,,,,,false,dryrun+dataset_organism+stages+title_abstract,unproven_2025_low_inout
work_13fda9927df18461,doi_10.1146_annurev-neuro-111020-094019,Neural Control of Naturalistic Behavior Choices.,2024,Samuel K Asinof; G. Card,Annual Review of Neuroscience,10.1146/annurev-neuro-111020-094019,https://doi.org/10.1146/annurev-neuro-111020-094019,https://europepmc.org/articles/PMC13190573?pdf=render,downloaded,files/doi_10.1146_annurev-neuro-111020-094019.pdf,https://europepmc.org/articles/PMC13190573?pdf=render,files/doi_10.1146_annurev-neuro-111020-094019.pdf,2024,contemporary,contemporary,1,1,0,1,54,7,1,unresolved,role_bridge,,,fly,biological_application,,,,yes,,,,,false,title_abstract_organism+abstract_axis,contemporary_keep
work_143f618b404b400b,doi_10.1016_j.conb.2012.03.011,Building Retinal Connectomes,2012,R. Marc; Bryan W. Jones; J. S. Lauritzen; C. Watt; James R. Anderson,Current Opinion in Neurobiology,10.1016/j.conb.2012.03.011,https://doi.org/10.1016/j.conb.2012.03.011,https://pmc.ncbi.nlm.nih.gov/articles/PMC3415605/pdf/nihms366855.pdf,downloaded,files/doi_10.1016_j.conb.2012.03.011.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC3415605/pdf/nihms366855.pdf,files/doi_10.1016_j.conb.2012.03.011.pdf,2010–2015,history,history,1,10,14,8,17,21,1,core_audit,core_relevant,DS09/DS10 mouse retina,acquisition;proofreading;infrastructure;graph_analysis,mouse,pipeline_stage,electron microscopy,acquisition;proofreading;infrastructure;graph_analysis,DS09/DS10 mouse retina,,,,,,false,dryrun+dataset_organism+stages+title_abstract,history_milestone
